Timestamp;Frame;ID;DLC;D0;D1;D2;D3;D4;D5;D6;D7
29960;EFF;18000000;8;24;82;0;1A;0;0;33;88
29960;EFF;18000100;8;24;82;0;1A;0;0;32;FC
29960;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
30158;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
30159;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
30159;EFF;18000500;8;24;82;0;1A;0;0;0;2D
30287;EFF;1800000A;5;1E;41;52;E7;65;;;
30287;EFF;1800010A;5;1E;41;49;89;7F;;;
30288;EFF;1800020A;5;1E;BA;8B;15;8A;;;
30288;EFF;1800030A;5;1E;3A;C1;90;0;;;
30288;EFF;1800040A;5;1E;41;C5;C7;34;;;
30289;EFF;1800050A;5;1E;41;C5;C7;34;;;
30289;EFF;1800060A;1;3D;;;;;;;
30290;EFF;1800070A;5;1E;B7;5B;AC;84;;;
30290;EFF;1800080A;5;1E;38;79;63;77;;;
30291;EFF;1800090A;5;1E;B7;5B;AC;84;;;
30291;EFF;18000A0A;5;1E;38;79;63;77;;;
30291;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
30292;EFF;1800650A;5;1E;42;5C;0;0;;;
30292;EFF;1800660A;5;2;0;0;0;3C;;;
30294;EFF;1800670A;5;1E;40;A0;0;0;;;
30294;EFF;1800680A;5;1E;3F;80;0;0;;;
30294;EFF;1800690A;5;2;0;0;0D;6B;;;
30301;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
30301;EFF;18000700;8;24;82;0;3A;0;0;0;1A
30302;EFF;18000800;5;1E;41;C8;0;0;;;
30358;EFF;18000900;5;1E;42;92;F8;39;;;
30958;EFF;18000000;8;24;82;0;1A;0;0;33;8A
30959;EFF;18000100;8;24;82;0;1A;0;0;32;DA
30959;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
31157;EFF;18000300;8;24;82;0;1A;0;0;0C;E5
31157;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
31158;EFF;18000500;8;24;82;0;1A;0;0;0;2D
31261;EFF;1800000A;5;1E;41;52;C5;F3;;;
31261;EFF;1800010A;5;1E;41;49;98;25;;;
31263;EFF;1800020A;5;1E;3B;34;62;3B;;;
31263;EFF;1800030A;5;1E;BA;C1;A0;0;;;
31263;EFF;1800040A;5;1E;41;C5;73;8B;;;
31263;EFF;1800050A;5;1E;41;C5;73;8B;;;
31264;EFF;1800060A;1;3D;;;;;;;
31264;EFF;1800070A;5;1E;B7;62;3B;4;;;
31264;EFF;1800080A;5;1E;38;62;B7;3D;;;
31264;EFF;1800090A;5;1E;B7;62;3B;4;;;
31264;EFF;18000A0A;5;1E;38;62;B7;3D;;;
31265;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
31265;EFF;1800650A;5;1E;42;5C;0;0;;;
31266;EFF;1800660A;5;2;0;0;0;3C;;;
31266;EFF;1800670A;5;1E;40;A0;0;0;;;
31268;EFF;1800680A;5;1E;3F;80;0;0;;;
31268;EFF;1800690A;5;2;0;0;0D;6B;;;
31273;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
31274;EFF;18000700;8;24;82;0;3A;0;0;0;22
31274;EFF;18000800;5;1E;41;C8;0;0;;;
31356;EFF;18000900;5;1E;42;92;F8;38;;;
31957;EFF;18000000;8;24;82;0;1A;0;0;33;8A
31957;EFF;18000100;8;24;82;0;1A;0;0;32;F3
31957;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
32156;EFF;18000300;8;24;82;0;1A;0;0;0C;E5
32156;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
32157;EFF;18000500;8;24;82;0;1A;0;0;0;2D
32234;EFF;1800000A;5;1E;41;52;D1;54;;;
32234;EFF;1800010A;5;1E;41;49;C6;18;;;
32234;EFF;1800020A;5;1E;3B;43;88;1;;;
32235;EFF;1800030A;5;1E;BA;C1;A0;0;;;
32235;EFF;1800040A;5;1E;41;C5;6E;52;;;
32236;EFF;1800050A;5;1E;41;C5;6E;52;;;
32236;EFF;1800060A;1;3D;;;;;;;
32236;EFF;1800070A;5;1E;B7;85;6B;39;;;
32237;EFF;1800080A;5;1E;38;4C;9;CA;;;
32237;EFF;1800090A;5;1E;B7;85;6B;39;;;
32237;EFF;18000A0A;5;1E;38;4C;9;CA;;;
32238;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
32239;EFF;1800650A;5;1E;42;5C;0;0;;;
32239;EFF;1800660A;5;2;0;0;0;3C;;;
32240;EFF;1800670A;5;1E;40;A0;0;0;;;
32240;EFF;1800680A;5;1E;3F;80;0;0;;;
32241;EFF;1800690A;5;2;0;0;0D;6B;;;
32246;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
32247;EFF;18000700;8;24;82;0;3A;0;0;0;1A
32247;EFF;18000800;5;1E;41;C8;0;0;;;
32356;EFF;18000900;5;1E;42;92;F8;38;;;
32954;EFF;18000000;8;24;82;0;1A;0;0;33;8A
32956;EFF;18000100;8;24;82;0;1A;0;0;33;0
32957;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
33155;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
33155;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
33155;EFF;18000500;8;24;82;0;1A;0;0;0;2D
33207;EFF;1800000A;5;1E;41;52;DF;DB;;;
33207;EFF;1800010A;5;1E;41;49;A3;9D;;;
33208;EFF;1800020A;5;1E;BA;9A;FF;3F;;;
33208;EFF;1800030A;5;1E;3A;C1;90;0;;;
33208;EFF;1800040A;5;1E;41;C5;15;9D;;;
33209;EFF;1800050A;5;1E;41;C5;15;9D;;;
33209;EFF;1800060A;1;3D;;;;;;;
33210;EFF;1800070A;5;1E;B7;7F;B1;44;;;
33210;EFF;1800080A;5;1E;38;62;B6;EE;;;
33212;EFF;1800090A;5;1E;B7;7F;B1;44;;;
33212;EFF;18000A0A;5;1E;38;62;B6;EE;;;
33214;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
33214;EFF;1800650A;5;1E;42;5C;0;0;;;
33214;EFF;1800660A;5;2;0;0;0;3C;;;
33214;EFF;1800670A;5;1E;40;A0;0;0;;;
33214;EFF;1800680A;5;1E;3F;80;0;0;;;
33215;EFF;1800690A;5;2;0;0;0D;6B;;;
33220;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
33220;EFF;18000700;8;24;82;0;3A;0;0;0;22
33221;EFF;18000800;5;1E;41;C8;0;0;;;
33354;EFF;18000900;5;1E;42;92;F8;37;;;
33955;EFF;18000000;8;24;82;0;1A;0;0;33;88
33955;EFF;18000100;8;24;82;0;1A;0;0;33;5
33955;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
34154;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
34154;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
34154;EFF;18000500;8;24;82;0;1A;0;0;0;2D
34180;EFF;1800000A;5;1E;41;52;DC;A3;;;
34181;EFF;1800010A;5;1E;41;49;AE;C2;;;
34181;EFF;1800020A;5;1E;39;EF;E3;3A;;;
34181;EFF;1800030A;5;1E;3A;41;90;0;;;
34181;EFF;1800040A;5;1E;41;C4;CC;B0;;;
34182;EFF;1800050A;5;1E;41;C4;CC;B0;;;
34182;EFF;1800060A;1;3D;;;;;;;
34182;EFF;1800070A;5;1E;B7;90;35;A1;;;
34183;EFF;1800080A;5;1E;38;6E;0D;53;;;
34183;EFF;1800090A;5;1E;B7;90;35;A1;;;
34184;EFF;18000A0A;5;1E;38;6E;0D;53;;;
34184;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
34185;EFF;1800650A;5;1E;42;5C;0;0;;;
34185;EFF;1800660A;5;2;0;0;0;3C;;;
34185;EFF;1800670A;5;1E;40;A0;0;0;;;
34186;EFF;1800680A;5;1E;3F;80;0;0;;;
34186;EFF;1800690A;5;2;0;0;0D;6B;;;
34192;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
34193;EFF;18000700;8;24;82;0;3A;0;0;0;22
34193;EFF;18000800;5;1E;41;C8;0;0;;;
34352;EFF;18000900;5;1E;42;92;F8;37;;;
34953;EFF;18000000;8;24;82;0;1A;0;0;33;8A
34953;EFF;18000100;8;24;82;0;1A;0;0;33;3
34953;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
35153;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
35153;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
35153;EFF;18000500;8;24;82;0;1A;0;0;0;2D
35153;EFF;1800000A;5;1E;41;52;D9;B5;;;
35154;EFF;1800010A;5;1E;41;49;9C;FF;;;
35154;EFF;1800020A;5;1E;3B;0D;29;8E;;;
35155;EFF;1800030A;5;1E;3B;11;30;0;;;
35155;EFF;1800040A;5;1E;41;C4;AD;79;;;
35156;EFF;1800050A;5;1E;41;C4;AD;79;;;
35156;EFF;1800060A;1;3D;;;;;;;
35156;EFF;1800070A;5;1E;B7;79;90;5;;;
35157;EFF;1800080A;5;1E;38;88;8;7D;;;
35157;EFF;1800090A;5;1E;B7;79;90;5;;;
35158;EFF;18000A0A;5;1E;38;88;8;7D;;;
35158;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
35159;EFF;1800650A;5;1E;42;5C;0;0;;;
35159;EFF;1800660A;5;2;0;0;0;3C;;;
35160;EFF;1800670A;5;1E;40;A0;0;0;;;
35160;EFF;1800680A;5;1E;3F;80;0;0;;;
35160;EFF;1800690A;5;2;0;0;0D;6B;;;
35166;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
35167;EFF;18000700;8;24;82;0;3A;0;0;0;1A
35167;EFF;18000800;5;1E;41;C8;0;0;;;
35351;EFF;18000900;5;1E;42;92;F8;36;;;
35950;EFF;18000000;8;24;82;0;1A;0;0;33;8A
35951;EFF;18000100;8;24;82;0;1A;0;0;33;1
35951;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
36128;EFF;1800000A;5;1E;41;52;CB;9F;;;
36128;EFF;1800010A;5;1E;41;49;9D;FC;;;
36128;EFF;1800020A;5;1E;3A;92;44;90;;;
36128;EFF;1800030A;5;1E;BA;41;B0;0;;;
36128;EFF;1800040A;5;1E;41;C4;74;4C;;;
36129;EFF;1800050A;5;1E;41;C4;74;4C;;;
36129;EFF;1800060A;1;3D;;;;;;;
36130;EFF;1800070A;5;1E;B7;11;D3;69;;;
36130;EFF;1800080A;5;1E;38;82;5C;D0;;;
36131;EFF;1800090A;5;1E;B7;11;D3;69;;;
36131;EFF;18000A0A;5;1E;38;82;5C;D0;;;
36131;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
36132;EFF;1800650A;5;1E;42;5C;0;0;;;
36132;EFF;1800660A;5;2;0;0;0;3C;;;
36133;EFF;1800670A;5;1E;40;A0;0;0;;;
36133;EFF;1800680A;5;1E;3F;80;0;0;;;
36134;EFF;1800690A;5;2;0;0;0D;6B;;;
36140;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
36140;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
36141;EFF;18000500;8;24;82;0;1A;0;0;0;2D
36150;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
36151;EFF;18000700;8;24;82;0;3A;0;0;0;11
36151;EFF;18000800;5;1E;41;C8;0;0;;;
36352;EFF;18000900;5;1E;42;92;F8;36;;;
36951;EFF;18000000;8;24;82;0;1A;0;0;33;8A
36951;EFF;18000100;8;24;82;0;1A;0;0;32;EE
36952;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
37101;EFF;1800000A;5;1E;41;52;E5;30;;;
37101;EFF;1800010A;5;1E;41;49;A6;5F;;;
37102;EFF;1800020A;5;1E;B9;59;5A;A2;;;
37102;EFF;1800030A;5;1E;BA;C1;A0;0;;;
37102;EFF;1800040A;5;1E;41;C4;69;E9;;;
37103;EFF;1800050A;5;1E;41;C4;69;E9;;;
37103;EFF;1800060A;1;3D;;;;;;;
37104;EFF;1800070A;5;1E;B7;56;94;56;;;
37104;EFF;1800080A;5;1E;38;6E;0A;0A;;;
37105;EFF;1800090A;5;1E;B7;56;94;56;;;
37105;EFF;18000A0A;5;1E;38;6E;0A;0A;;;
37106;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
37106;EFF;1800650A;5;1E;42;5C;0;0;;;
37107;EFF;1800660A;5;2;0;0;0;3C;;;
37107;EFF;1800670A;5;1E;40;A0;0;0;;;
37108;EFF;1800680A;5;1E;3F;80;0;0;;;
37108;EFF;1800690A;5;2;0;0;0D;6B;;;
37114;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
37114;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
37115;EFF;18000500;8;24;82;0;1A;0;0;0;2D
37149;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
37150;EFF;18000700;8;24;82;0;3A;0;0;0;22
37150;EFF;18000800;5;1E;41;C8;0;0;;;
37349;EFF;18000900;5;1E;42;92;F8;35;;;
37948;EFF;18000000;8;24;82;0;1A;0;0;33;8A
37948;EFF;18000100;8;24;82;0;1A;0;0;33;5
37949;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
38074;EFF;1800000A;5;1E;41;52;E3;5;;;
38074;EFF;1800010A;5;1E;41;49;B2;85;;;
38075;EFF;1800020A;5;1E;3B;1B;66;D0;;;
38075;EFF;1800030A;5;1E;BB;11;38;0;;;
38075;EFF;1800040A;5;1E;41;C4;26;73;;;
38076;EFF;1800050A;5;1E;41;C4;26;73;;;
38076;EFF;1800060A;1;3D;;;;;;;
38077;EFF;1800070A;5;1E;B7;86;83;7C;;;
38077;EFF;1800080A;5;1E;38;4C;3;2;;;
38077;EFF;1800090A;5;1E;B7;86;83;7C;;;
38078;EFF;18000A0A;5;1E;38;4C;3;2;;;
38078;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
38079;EFF;1800650A;5;1E;42;5C;0;0;;;
38079;EFF;1800660A;5;2;0;0;0;3C;;;
38080;EFF;1800670A;5;1E;40;A0;0;0;;;
38080;EFF;1800680A;5;1E;3F;80;0;0;;;
38081;EFF;1800690A;5;2;0;0;0D;6B;;;
38087;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
38087;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
38088;EFF;18000500;8;24;82;0;1A;0;0;0;2D
38147;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
38149;EFF;18000700;8;24;82;0;3A;0;0;0;22
38149;EFF;18000800;5;1E;41;C8;CC;CD;;;
38348;EFF;18000900;5;1E;42;92;F8;35;;;
38948;EFF;18000000;8;24;82;0;1A;0;0;33;88
38948;EFF;18000100;8;24;82;0;1A;0;0;32;F8
38948;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
39147;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
39147;EFF;1800000A;5;1E;41;52;C8;8F;;;
39147;EFF;1800010A;5;1E;41;49;B8;8E;;;
39148;EFF;1800020A;5;1E;3B;5C;32;AD;;;
39148;EFF;1800030A;5;1E;BB;41;A0;0;;;
39148;EFF;1800040A;5;1E;41;C4;45;93;;;
39149;EFF;1800050A;5;1E;41;C4;45;93;;;
39149;EFF;1800060A;1;3D;;;;;;;
39150;EFF;1800070A;5;1E;B7;53;7C;ED;;;
39150;EFF;1800080A;5;1E;38;1E;A9;FE;;;
39151;EFF;1800090A;5;1E;B7;53;7C;ED;;;
39151;EFF;18000A0A;5;1E;38;1E;A9;FE;;;
39152;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
39152;EFF;1800650A;5;1E;42;5C;0;0;;;
39153;EFF;1800660A;5;2;0;0;0;3C;;;
39153;EFF;1800670A;5;1E;40;A0;0;0;;;
39154;EFF;1800680A;5;1E;3F;80;0;0;;;
39154;EFF;1800690A;5;2;0;0;0D;6B;;;
39160;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
39161;EFF;18000700;8;24;82;0;3A;0;0;0;1A
39161;EFF;18000800;5;1E;41;C8;CC;CD;;;
39346;EFF;18000900;5;1E;42;92;F8;34;;;
39946;EFF;18000000;8;24;82;0;1A;0;0;33;8A
39947;EFF;18000100;8;24;82;0;1A;0;0;32;F7
39947;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
40020;EFF;1800000A;5;1E;41;52;CE;1B;;;
40020;EFF;1800010A;5;1E;41;49;87;24;;;
40021;EFF;1800020A;5;1E;3A;AB;FF;1B;;;
40021;EFF;1800030A;5;1E;0;0;0;0;;;
40022;EFF;1800040A;5;1E;41;C3;F2;A0;;;
40022;EFF;1800050A;5;1E;41;C3;F2;A0;;;
40023;EFF;1800060A;1;3D;;;;;;;
40023;EFF;1800070A;5;1E;36;64;59;F3;;;
40024;EFF;1800080A;5;1E;38;1E;A9;FE;;;
40024;EFF;1800090A;5;1E;36;64;59;F3;;;
40024;EFF;18000A0A;5;1E;38;1E;A9;FE;;;
40025;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
40025;EFF;1800650A;5;1E;42;5C;0;0;;;
40026;EFF;1800660A;5;2;0;0;0;3C;;;
40026;EFF;1800670A;5;1E;40;A0;0;0;;;
40027;EFF;1800680A;5;1E;3F;80;0;0;;;
40027;EFF;1800690A;5;2;0;0;0D;6B;;;
40033;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
40034;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
40034;EFF;18000500;8;24;82;0;1A;0;0;0;2D
40145;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
40145;EFF;18000700;8;24;82;0;3A;0;0;0;22
40146;EFF;18000800;5;1E;41;C8;CC;CD;;;
40345;EFF;18000900;5;1E;42;92;F8;33;;;
40945;EFF;18000000;8;24;82;0;1A;0;0;33;8A
40945;EFF;18000100;8;24;82;0;1A;0;0;32;EA
40945;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
40994;EFF;1800000A;5;1E;41;52;D5;66;;;
40994;EFF;1800010A;5;1E;41;49;9D;8;;;
40996;EFF;1800020A;5;1E;3B;69;94;9E;;;
40996;EFF;1800030A;5;1E;BA;41;B0;0;;;
40997;EFF;1800040A;5;1E;41;C3;B4;84;;;
40997;EFF;1800050A;5;1E;41;C3;B4;84;;;
40997;EFF;1800060A;1;3D;;;;;;;
40997;EFF;1800070A;5;1E;35;97;E1;86;;;
40997;EFF;1800080A;5;1E;38;13;52;1C;;;
40998;EFF;1800090A;5;1E;35;97;E1;86;;;
40998;EFF;18000A0A;5;1E;38;13;52;1C;;;
40999;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
40999;EFF;1800650A;5;1E;42;5C;0;0;;;
41000;EFF;1800660A;5;2;0;0;0;3C;;;
41000;EFF;1800670A;5;1E;40;A0;0;0;;;
41001;EFF;1800680A;5;1E;3F;80;0;0;;;
41001;EFF;1800690A;5;2;0;0;0D;6B;;;
41006;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
41006;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
41008;EFF;18000500;8;24;82;0;1A;0;0;0;2D
41144;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
41145;EFF;18000700;8;24;82;0;3A;0;0;0;11
41145;EFF;18000800;5;1E;41;C8;CC;CD;;;
41343;EFF;18000900;5;1E;42;92;F8;33;;;
41943;EFF;18000000;8;24;82;0;1A;0;0;33;8A
41943;EFF;18000100;8;24;82;0;1A;0;0;32;EE
41944;EFF;18000200;8;24;82;0;1A;0;0;0C;DF
41967;EFF;1800000A;5;1E;41;52;C7;92;;;
41968;EFF;1800010A;5;1E;41;49;BB;D1;;;
41968;EFF;1800020A;5;1E;3B;90;58;9A;;;
41968;EFF;1800030A;5;1E;BA;C1;A0;0;;;
41969;EFF;1800040A;5;1E;41;C3;9F;D5;;;
41969;EFF;1800050A;5;1E;41;C3;9F;D5;;;
41970;EFF;1800060A;1;3D;;;;;;;
41970;EFF;1800070A;5;1E;37;6C;A9;C2;;;
41971;EFF;1800080A;5;1E;37;F9;4B;6B;;;
41971;EFF;1800090A;5;1E;37;6C;A9;C2;;;
41971;EFF;18000A0A;5;1E;37;F9;4B;6B;;;
41972;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
41972;EFF;1800650A;5;1E;42;5C;0;0;;;
41974;EFF;1800660A;5;2;0;0;0;3C;;;
41974;EFF;1800670A;5;1E;40;A0;0;0;;;
41975;EFF;1800680A;5;1E;3F;80;0;0;;;
41975;EFF;1800690A;5;2;0;0;0D;6B;;;
41980;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
41980;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
41981;EFF;18000500;8;24;82;0;1A;0;0;0;2D
42143;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
42143;EFF;18000700;8;24;82;0;3A;0;0;0;22
42143;EFF;18000800;5;1E;41;C8;CC;CD;;;
42345;EFF;18000900;5;1E;42;92;F8;32;;;
42941;EFF;1800000A;5;1E;41;52;D2;32;;;
42941;EFF;1800010A;5;1E;41;49;C0;C1;;;
42941;EFF;1800020A;5;1E;3B;0;5A;38;;;
42942;EFF;1800030A;5;1E;0;0;0;0;;;
42942;EFF;1800040A;5;1E;41;C3;8B;28;;;
42943;EFF;1800050A;5;1E;41;C3;8B;28;;;
42943;EFF;1800060A;1;3D;;;;;;;
42943;EFF;1800070A;5;1E;37;C9;F6;43;;;
42944;EFF;1800080A;5;1E;37;F9;4B;6B;;;
42944;EFF;1800090A;5;1E;37;C9;F6;43;;;
42945;EFF;18000A0A;5;1E;37;F9;4B;6B;;;
42945;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
42946;EFF;1800650A;5;1E;42;5C;0;0;;;
42947;EFF;1800660A;5;2;0;0;0;3C;;;
42947;EFF;1800670A;5;1E;40;A0;0;0;;;
42947;EFF;1800680A;5;1E;3F;80;0;0;;;
42947;EFF;1800690A;5;2;0;0;0D;6B;;;
42954;EFF;18000000;8;24;82;0;1A;0;0;33;88
42954;EFF;18000100;8;24;82;0;1A;0;0;33;0F
42954;EFF;18000200;8;24;82;0;1A;0;0;0C;DE
43141;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
43142;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
43142;EFF;18000500;8;24;82;0;1A;0;0;0;2D
43341;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
43341;EFF;18000700;8;24;82;0;3A;0;0;0;1A
43342;EFF;18000800;5;1E;41;C8;CC;CD;;;
43460;EFF;18000900;5;1E;42;92;F8;32;;;
43914;EFF;1800000A;5;1E;41;52;D9;B8;;;
43915;EFF;1800010A;5;1E;41;49;BA;16;;;
43915;EFF;1800020A;5;1E;3B;57;F2;FD;;;
43916;EFF;1800030A;5;1E;BB;41;A0;0;;;
43916;EFF;1800040A;5;1E;41;C3;71;54;;;
43916;EFF;1800050A;5;1E;41;C3;71;54;;;
43917;EFF;1800060A;1;3D;;;;;;;
43917;EFF;1800070A;5;1E;38;0;F9;77;;;
43918;EFF;1800080A;5;1E;37;9E;92;1;;;
43918;EFF;1800090A;5;1E;38;0;F9;77;;;
43919;EFF;18000A0A;5;1E;37;9E;92;1;;;
43919;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
43919;EFF;1800650A;5;1E;42;5C;0;0;;;
43920;EFF;1800660A;5;2;0;0;0;3C;;;
43920;EFF;1800670A;5;1E;40;A0;0;0;;;
43921;EFF;1800680A;5;1E;3F;80;0;0;;;
43921;EFF;1800690A;5;2;0;0;0D;6B;;;
43927;EFF;18000000;8;24;82;0;1A;0;0;33;88
43928;EFF;18000100;8;24;82;0;1A;0;0;33;0
43928;EFF;18000200;8;24;82;0;1A;0;0;0C;DE
43940;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
43941;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
43941;EFF;18000500;8;24;82;0;1A;0;0;0;2D
44141;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
44141;EFF;18000700;8;24;82;0;3A;0;0;0;1A
44141;EFF;18000800;5;1E;41;C8;CC;CD;;;
44339;EFF;18000900;5;1E;42;92;F8;31;;;
44938;EFF;18000000;8;24;82;0;1A;0;0;33;88
44939;EFF;18000100;8;24;82;0;1A;0;0;33;2
44939;EFF;18000200;8;24;82;0;1A;0;0;0C;DE
44981;EFF;1800000A;5;1E;41;52;DF;81;;;
44981;EFF;1800010A;5;1E;41;49;B9;98;;;
44981;EFF;1800020A;5;1E;3B;99;3E;9E;;;
44982;EFF;1800030A;5;1E;0;0;0;0;;;
44982;EFF;1800040A;5;1E;41;C3;5C;AC;;;
44984;EFF;1800050A;5;1E;41;C3;5C;AC;;;
44984;EFF;1800060A;1;3D;;;;;;;
44984;EFF;1800070A;5;1E;38;3F;9E;0F;;;
44985;EFF;1800080A;5;1E;37;9E;92;1;;;
44985;EFF;1800090A;5;1E;38;3F;9E;0F;;;
44985;EFF;18000A0A;5;1E;37;9E;92;1;;;
44985;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
44986;EFF;1800650A;5;1E;42;5C;0;0;;;
44986;EFF;1800660A;5;2;0;0;0;3C;;;
44986;EFF;1800670A;5;1E;40;A0;0;0;;;
44987;EFF;1800680A;5;1E;3F;80;0;0;;;
44987;EFF;1800690A;5;2;0;0;0D;6B;;;
44993;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
44993;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
44993;EFF;18000500;8;24;82;0;1A;0;0;0;2D
45138;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
45139;EFF;18000700;8;24;82;0;3A;0;0;0;22
45139;EFF;18000800;5;1E;41;C8;CC;CD;;;
45338;EFF;18000900;5;1E;42;92;F8;31;;;
45861;EFF;1800000A;5;1E;41;52;C6;3A;;;
45861;EFF;1800010A;5;1E;41;49;9F;3D;;;
45862;EFF;1800020A;5;1E;3B;1A;C6;12;;;
45862;EFF;1800030A;5;1E;BB;11;38;0;;;
45863;EFF;1800040A;5;1E;41;C3;57;83;;;
45863;EFF;1800050A;5;1E;41;C3;57;83;;;
45864;EFF;1800060A;1;3D;;;;;;;
45864;EFF;1800070A;5;1E;38;63;DD;4C;;;
45865;EFF;1800080A;5;1E;37;35;1A;78;;;
45865;EFF;1800090A;5;1E;38;63;DD;4C;;;
45865;EFF;18000A0A;5;1E;37;35;1A;78;;;
45866;EFF;1800640A;5;1E;3D;4C;CC;CD;;;
45866;EFF;1800650A;5;1E;42;5C;0;0;;;
45867;EFF;1800660A;5;2;0;0;0;3C;;;
45867;EFF;1800670A;5;1E;40;A0;0;0;;;
45868;EFF;1800680A;5;1E;3F;80;0;0;;;
45868;EFF;1800690A;5;2;0;0;0D;6B;;;
45874;EFF;18000000;8;24;82;0;1A;0;0;33;88
45875;EFF;18000100;8;24;82;0;1A;0;0;32;E8
45875;EFF;18000200;8;24;82;0;1A;0;0;0C;DE
45938;EFF;18000300;8;24;82;0;1A;0;0;0C;E4
45938;EFF;18000400;8;24;82;0;1A;0;0;0C;E1
45939;EFF;18000500;8;24;82;0;1A;0;0;0;2D
46139;EFF;18000600;8;24;82;0;1A;0;0;0C;E4
46139;EFF;18000700;8;24;82;0;3A;0;0;0;22
46139;EFF;18000800;5;1E;41;C8;CC;CD;;;
46339;EFF;18000900;5;1E;42;92;F8;30;;;
46835;EFF;1800000A;5;1E;41;52;C7;68;;;
46835;EFF;1800010A;5;1E;41;49;9D;25;;;
46835;EFF;1800020A;5;1E;3B;42;E4;B1;;;
46835;EFF;1800030A;5;1E;BB;11;38;0;;;
46836;EFF;1800040A;5;1E;41;C3;1E;C5;;;
46836;EFF;1800050A;5;1E;41;C3;1E;C5;;;
46837;EFF;1800060A;1;3D;;;;;;;
46837;EFF;1800070A;5;1E;38;5F;A7;5F;;;
46839;EFF;1800080A;5;1E;36;34;40;AD;;;
46839;EFF;1800090A;5;1E;38;5F;A7;5F;;;
